Organisation;Internetadresse;AGS;Typ;PLZ;Landkreis;Bundesland
Zwönitz;https://www.zwoenitz.de;14521710;Stadt in Deutschland;08297;Erzgebirgskreis;Sachsen
Zschorlau;https://www.zschorlau.info;14521700;Gemeinde in Deutschland ohne Stadtrecht;08321;Erzgebirgskreis;Sachsen
Zschopau;https://www.zschopau.de;14521690;Stadt in Deutschland;09405, 09434;Erzgebirgskreis;Sachsen
Wolkenstein;https://www.stadt-wolkenstein.de;14521670;Stadt in Deutschland;09429;Erzgebirgskreis;Sachsen
Thum;https://www.stadt-thum.de;14521640;Bergbaustadt;09419;Erzgebirgskreis;Sachsen
Thermalbad Wiesenbad;https://wiesenbad.de;14521630;Gemeinde in Deutschland ohne Stadtrecht;09488;Erzgebirgskreis;Sachsen
Thalheim/Erzgeb.;https://www.thalheim-erzgeb.de;14521620;Stadt in Deutschland;09380;Erzgebirgskreis;Sachsen
Tannenberg;https://www.gemeinde-tannenberg.de;14521610;Gemeinde in Deutschland ohne Stadtrecht;09468;Erzgebirgskreis;Sachsen
Stützengrün;https://www.stuetzengruen.de;14521600;Gemeinde in Deutschland ohne Stadtrecht;08328;Erzgebirgskreis;Sachsen
Stollberg/Erzgeb.;https://www.stollberg-erzgebirge.de;14521590;Stadt in Deutschland;09366;Erzgebirgskreis;Sachsen
Seiffen/Erzgeb.;https://seiffen.de;14521570;Kurort;09548;Erzgebirgskreis;Sachsen
Sehmatal;https://www.sehmatal.de;14521560;Gemeinde in Deutschland ohne Stadtrecht;09465;Erzgebirgskreis;Sachsen
Schwarzenberg/Erzgeb.;https://www.schwarzenberg.de;14521550;Stadt in Deutschland;08340;Erzgebirgskreis;Sachsen
Schönheide;https://www.gemeinde-schoenheide.de;14521540;Gemeinde in Deutschland ohne Stadtrecht;08304;Erzgebirgskreis;Sachsen
Schneeberg;https://www.bergstadt-schneeberg.de;14521530;Bergbaustadt;08289;Erzgebirgskreis;Sachsen
Schlettau;https://www.schlettau.de;14521520;Stadt in Deutschland;09487;Erzgebirgskreis;Sachsen
Scheibenberg;https://www.scheibenberg.de;14521510;Stadt in Deutschland;09481;Erzgebirgskreis;Sachsen
Raschau-Markersbach;https://www.raschau-markersbach.de;14521500;Gemeinde in Deutschland ohne Stadtrecht;08352;Erzgebirgskreis;Sachsen
Pockau-Lengefeld;https://pockau-lengefeld.de;14521495;Stadt in Deutschland;09509, 09514;Erzgebirgskreis;Sachsen
Pockau;https://pockau-lengefeld.de/stadtteile/pockau;14521490;Ortsteil;09509;Pockau-Lengefeld;Sachsen
Pfaffroda;http://www.pfaffroda.de;14521470;Ortsteil;09526;Olbernhau;Sachsen
Olbernhau;https://www.olbernhau.de;14521460;Stadt in Deutschland;09526;Erzgebirgskreis;Sachsen
Oelsnitz/Erzgeb.;https://www.oelsnitz-erzgeb.com;14521450;Stadt in Deutschland;09376;Erzgebirgskreis;Sachsen
Oberwiesenthal;https://www.oberwiesenthal.de;14521440;Bergbaustadt;09484;Erzgebirgskreis;Sachsen
Niederwürschnitz;https://www.niederwuerschnitz.info;14521430;Gemeinde in Deutschland ohne Stadtrecht;09399;Erzgebirgskreis;Sachsen
Niederdorf;https://www.niederdorf-erzgebirge.de;14521420;Gemeinde in Deutschland ohne Stadtrecht;09366;Erzgebirgskreis;Sachsen
Neukirchen/Erzgeb.;https://neukirchen-erzgebirge.de;14521410;Gemeinde in Deutschland ohne Stadtrecht;09221;Erzgebirgskreis;Sachsen
Mildenau;https://www.mildenau.de;14521400;Gemeinde in Deutschland ohne Stadtrecht;09456;Erzgebirgskreis;Sachsen
Marienberg;https://www.marienberg.de;14521390;Bergbaustadt;09496;Erzgebirgskreis;Sachsen
Lugau;https://www.stadt-lugau.de;14521380;Stadt;09385;Erzgebirgskreis;Sachsen
Lößnitz;https://www.stadt-loessnitz.de;14521370;Stadt in Deutschland;08294;Erzgebirgskreis;Sachsen
Lengefeld;https://pockau-lengefeld.de/stadtteile/lengefeld;14521360;Ortsteil;09514;Pockau-Lengefeld;Sachsen
Lauter-Bernsbach;https://www.lauter-bernsbach.de;14521355;Stadt in Deutschland;08315;Erzgebirgskreis;Sachsen
Lauter/Sa.;http://www.lauter-sachsen.de;14521350;Siedlung;08312;Lauter-Bernsbach;Sachsen
Königswalde;https://www.koenigswalde.de;14521340;Gemeinde in Deutschland ohne Stadtrecht;09471;Erzgebirgskreis;Sachsen
Jöhstadt;https://www.joehstadt.de;14521330;Stadt in Deutschland;09477;Erzgebirgskreis;Sachsen
Johanngeorgenstadt;https://www.johanngeorgenstadt.de;14521320;Stadt in Deutschland;08349;Erzgebirgskreis;Sachsen
Jahnsdorf/Erzgeb.;https://www.jahnsdorf-erzgeb.de;14521310;Gemeinde in Deutschland ohne Stadtrecht;09387;Erzgebirgskreis;Sachsen
Hormersdorf;http://www.hormersdorf.de;14521300;Ortsteil;09395;Zwönitz;Sachsen
Hohndorf;https://www.hohndorf.com;14521290;Gemeinde in Deutschland ohne Stadtrecht;09394;Erzgebirgskreis;Sachsen
Heidersdorf;https://heidersdorf.de;14521280;Gemeinde in Deutschland ohne Stadtrecht;09526;Erzgebirgskreis;Sachsen
Grünhainichen;https://gruenhainichen.com;14521270;Gemeinde in Deutschland ohne Stadtrecht;09579;Verwaltungsverband Wildenstein;Sachsen
Grünhain-Beierfeld;https://www.beierfeld.de;14521260;Stadt in Deutschland;08344;Erzgebirgskreis;Sachsen
Großrückerswalde;https://www.grossrueckerswalde.de;14521250;Gemeinde in Deutschland ohne Stadtrecht;09518;Erzgebirgskreis;Sachsen
Großolbersdorf;https://www.grossolbersdorf.de;14521240;Gemeinde in Deutschland ohne Stadtrecht;09429, 09432, 09434;Erzgebirgskreis;Sachsen
Gornsdorf;https://www.gornsdorf-erzgebirge.de;14521230;Gemeinde in Deutschland ohne Stadtrecht;09390;Erzgebirgskreis;Sachsen
Gornau/Erzgeb.;https://www.gornau.de;14521220;Gemeinde in Deutschland ohne Stadtrecht;09405, 09437, 09573;Erzgebirgskreis;Sachsen
Geyer;https://www.stadt-geyer.de;14521210;Stadt in Deutschland;09468;Erzgebirgskreis;Sachsen
Gelenau/Erzgeb.;https://www.gelenau.de;14521200;Gemeinde in Deutschland ohne Stadtrecht;09423;Erzgebirgskreis;Sachsen
Erlbach-Kirchberg;http://www.erlbach-kirchberg.info;14521190;Ortsteil;09385;Lugau;Sachsen
Elterlein;https://www.elterlein-stadt.de;14521180;Stadt in Deutschland;09481;Erzgebirgskreis;Sachsen
Eibenstock;https://www.eibenstock.de;14521170;Bergbaustadt;08309;Erzgebirgskreis;Sachsen
Ehrenfriedersdorf;https://www.stadt-ehrenfriedersdorf.de;14521160;Bergbaustadt;09427;Erzgebirgskreis;Sachsen
Drebach;https://www.gemeinde-drebach.de;14521150;Gemeinde in Deutschland ohne Stadtrecht;09430;Erzgebirgskreis;Sachsen
Deutschneudorf;https://deutschneudorf.net;14521140;Gemeinde in Deutschland ohne Stadtrecht;09548;Erzgebirgskreis;Sachsen
Crottendorf;https://www.crottendorf.de;14521130;Gemeinde in Deutschland ohne Stadtrecht;09474;Erzgebirgskreis;Sachsen
Burkhardtsdorf;https://www.burkhardtsdorf.de;14521120;Gemeinde in Deutschland ohne Stadtrecht;09235;Erzgebirgskreis;Sachsen
Breitenbrunn/Erzgebirge;https://www.breitenbrunn-erzgebirge.de;14521110;Gemeinde in Deutschland ohne Stadtrecht;08359;Erzgebirgskreis;Sachsen
Borstendorf;https://www.borstendorf.de;14521100;Ortsteil;09579;Grünhainichen;Sachsen
Börnichen/Erzgeb.;https://www.boernichen.de;14521090;Gemeinde in Deutschland ohne Stadtrecht;09437;Verwaltungsverband Wildenstein;Sachsen
Bockau;https://www.bockau.de;14521080;Gemeinde in Deutschland ohne Stadtrecht;08324;Erzgebirgskreis;Sachsen
Bernsbach;http://www.bernsbach-sachsen.de;14521070;Gemeinde in Deutschland ohne Stadtrecht;08315;Lauter-Bernsbach;Sachsen
Bärenstein;https://www.baerenstein-erzgebirge.de;14521060;Gemeinde in Deutschland ohne Stadtrecht;09471;Erzgebirgskreis;Sachsen
Bad Schlema;http://www.kurort-schlema.de;14521050;Gemeinde in Deutschland ohne Stadtrecht;08301;Aue-Bad Schlema;Sachsen
Auerbach;https://www.auerbach-erzgebirge.de;14521040;Gemeinde in Deutschland ohne Stadtrecht;09392;Erzgebirgskreis;Sachsen
Aue-Bad Schlema;https://www.aue-badschlema.de;14521035;Stadt in Deutschland;08280, 08301;Erzgebirgskreis;Sachsen
Aue;http://www.aue.de;14521030;Stadt in Deutschland;08280;Aue-Bad Schlema;Sachsen
Annaberg-Buchholz;https://www.annaberg-buchholz.de;14521020;Große Kreisstadt;09456;Erzgebirgskreis;Sachsen
Amtsberg;https://www.amtsberg.eu;14521010;Gemeinde in Deutschland ohne Stadtrecht;09439;Erzgebirgskreis;Sachsen
Ruhner Berge;https://www.gemeinde-ruhner-berge.de;13076168;Gemeinde in Deutschland ohne Stadtrecht;19376;Amt Eldenburg Lübz;Mecklenburg-Vorpommern
Kloster Tempzin;http://www.amt-ssl.de/kloster-tempzin;13076167;Gemeinde in Deutschland ohne Stadtrecht;19412;Amt Sternberger Seenlandschaft;Mecklenburg-Vorpommern
Ganzlin;https://www.ganzlin.de;13076166;Gemeinde in Deutschland ohne Stadtrecht;19395;Amt Plau am See;Mecklenburg-Vorpommern
Gehlsbach;https://www.amt-eldenburg-luebz.de/willkommen/gemeinden/gehlsbach;13076165;Gemeinde in Deutschland ohne Stadtrecht;19386;Amt Eldenburg Lübz;Mecklenburg-Vorpommern
Obere Warnow;https://www.amt-parchimer-umland.de;13076164;Gemeinde in Deutschland ohne Stadtrecht;19374;Amt Parchimer Umland;Mecklenburg-Vorpommern
Zierzow;https://www.grabow.de;13076161;Gemeinde in Deutschland ohne Stadtrecht;19300;Amt Grabow;Mecklenburg-Vorpommern
Zarrentin am Schaalsee;https://www.zarrentin.de;13076159;Kleinstadt;19246;Amt Zarrentin;Mecklenburg-Vorpommern
Zapel;https://www.amt-crivitz.de/unsere-gemeinden/zapel;13076158;Gemeinde in Deutschland ohne Stadtrecht;19089;Amt Crivitz;Mecklenburg-Vorpommern
Wittenförden;https://www.wittenfoerden.de;13076154;Gemeinde in Deutschland ohne Stadtrecht;19073;Amt Stralendorf;Mecklenburg-Vorpommern
Wittendörp;http://www.wittenburg.de;13076153;Gemeinde in Deutschland ohne Stadtrecht;19243;Amt Wittenburg;Mecklenburg-Vorpommern
Wittenburg;http://www.wittenburg.de;13076152;Stadt in Deutschland;19243;Amt Wittenburg;Mecklenburg-Vorpommern
Wendisch Priborn;https://www.ganzlin.de/verzeichnis/objekt.php?mandat=149144;13076149;Ortsteil;19395;Ganzlin;Mecklenburg-Vorpommern
Warsow;http://www.amt-stralendorf.de;13076147;Gemeinde in Deutschland ohne Stadtrecht;19075;Amt Stralendorf;Mecklenburg-Vorpommern
Wahlstorf;http://www.amt-eldenburg-luebz.de;13076144;Ortsteil;19386;Gehlsbach;Mecklenburg-Vorpommern
Vielank;http://www.amtdoemitz-malliss.de;13076143;Gemeinde in Deutschland ohne Stadtrecht;19303;Amt Dömitz-Malliß;Mecklenburg-Vorpommern
Vellahn;http://www.kreis-lwl.de/zarrentin;13076142;Gemeinde in Deutschland ohne Stadtrecht;19260;Amt Zarrentin;Mecklenburg-Vorpommern
Tramm;https://www.amt-crivitz.de/unsere-gemeinden/tramm;13076140;Gemeinde in Deutschland ohne Stadtrecht;19089;Amt Crivitz;Mecklenburg-Vorpommern
Tessenow;https://www.gemeinde-ruhner-berge.de/seite/742378/tessenow.html;13076137;Gemeinde in Deutschland ohne Stadtrecht;19376;Ruhner Berge;Mecklenburg-Vorpommern
Sukow;https://www.sukow.de;13076133;Gemeinde in Deutschland ohne Stadtrecht;19079;Amt Crivitz;Mecklenburg-Vorpommern
Suckow;https://www.gemeinde-ruhner-berge.de/seite/742377/suckow.html;13076132;Gemeinde in Deutschland ohne Stadtrecht;19376;Ruhner Berge;Mecklenburg-Vorpommern
Stralendorf;https://www.stralendorf.de;13076130;Gemeinde in Deutschland ohne Stadtrecht;19073;Amt Stralendorf;Mecklenburg-Vorpommern
Sternberg;https://www.stadt-sternberg.de;13076128;Stadt in Deutschland;19406;Amt Sternberger Seenlandschaft;Mecklenburg-Vorpommern
Spornitz;http://www.amt-parchimer-umland.de;13076126;Gemeinde in Deutschland ohne Stadtrecht;19372;Amt Parchimer Umland;Mecklenburg-Vorpommern
Siggelkow;https://www.gemeinde-siggelkow.de;13076125;Gemeinde in Deutschland ohne Stadtrecht;19376;Amt Eldenburg Lübz;Mecklenburg-Vorpommern
Severin;http://www.amt-parchimer-umland.de;13076124;Ortsteil;19374;Domsühl;Mecklenburg-Vorpommern
Raben Steinfeld;https://www.amt-crivitz.de/unsere-gemeinden/raben-steinfeld;13076117;Gemeinde in Deutschland ohne Stadtrecht;19065;Amt Crivitz;Mecklenburg-Vorpommern
Pritzier;http://www.amt-hagenow-land.de;13076116;Gemeinde in Deutschland ohne Stadtrecht;19230;Amt Hagenow-Land;Mecklenburg-Vorpommern
Plau am See;https://www.stadt-plau-am-see.de;13076114;Stadt in Deutschland;19395;Amt Plau am See;Mecklenburg-Vorpommern
Plate;https://www.gemeinde-plate.de;13076113;Gemeinde in Deutschland ohne Stadtrecht;19086;Amt Crivitz;Mecklenburg-Vorpommern
Pinnow;http://www.pinnow-mv.de;13076112;Gemeinde in Deutschland ohne Stadtrecht;19065;Amt Crivitz;Mecklenburg-Vorpommern
Parchim;http://www.parchim.de;13076108;Stadt in Deutschland;19370;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
Nostorf;http://www.amtboizenburgland.de;13076106;Gemeinde in Deutschland ohne Stadtrecht;19258;Amt Boizenburg-Land;Mecklenburg-Vorpommern
Neustadt-Glewe;https://www.neustadt-glewe.de;13076105;Stadt in Deutschland;19306;Amt Neustadt-Glewe;Mecklenburg-Vorpommern
Neu Poserin;https://www.neu-poserin.de;13076104;Gemeinde in Deutschland ohne Stadtrecht;19399;Amt Goldberg-Mildenitz;Mecklenburg-Vorpommern
Neu Kaliß;https://www.amtdoemitz-malliss.de;13076103;Gemeinde in Deutschland ohne Stadtrecht;19294;Amt Dömitz-Malliß;Mecklenburg-Vorpommern
Muchow;http://www.grabow.de;13076100;Gemeinde in Deutschland ohne Stadtrecht;19300;Amt Grabow;Mecklenburg-Vorpommern
Mestlin;https://www.mestlin.de;13076096;Gemeinde in Deutschland ohne Stadtrecht;19374;Amt Goldberg-Mildenitz;Mecklenburg-Vorpommern
Marnitz;https://www.gemeinde-ruhner-berge.de/seite/742372/marnitz.html;13076095;Ortsteil;19376;Ruhner Berge;Mecklenburg-Vorpommern
Lüttow-Valluhn;http://www.zarrentin.de;13076092;Gemeinde in Deutschland ohne Stadtrecht;19246;Amt Zarrentin;Mecklenburg-Vorpommern
Ludwigslust;https://www.stadtludwigslust.de;13076090;Stadt in Deutschland;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
Lübz;https://www.luebz.de;13076089;Stadt in Deutschland;19386;Amt Eldenburg Lübz;Mecklenburg-Vorpommern
Lübtheen;http://www.luebtheen.de;13076088;Stadt in Deutschland;19249;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
Lübesse;http://www.xn--gemeinde-lbesse-8vb.de;13076086;Gemeinde in Deutschland ohne Stadtrecht;19077;Amt Ludwigslust-Land;Mecklenburg-Vorpommern
Leezen;https://www.amt-crivitz.de/unsere-gemeinden/leezen;13076082;Gemeinde in Deutschland ohne Stadtrecht;19067;Amt Crivitz;Mecklenburg-Vorpommern
Langen Brütz;https://www.amt-crivitz.de/unsere-gemeinden/langen-bruetz;13076080;Gemeinde in Deutschland ohne Stadtrecht;19067;Amt Crivitz;Mecklenburg-Vorpommern
Kuhlen-Wendorf;http://www.amt-sternberger-seenlandschaft.de;13076078;Gemeinde in Deutschland ohne Stadtrecht;19412;Amt Sternberger Seenlandschaft;Mecklenburg-Vorpommern
Körchow;http://www.amt-wittenburg.de;13076074;Ortsteil;19243;Wittenburg;Mecklenburg-Vorpommern
Hagenow;https://hagenow.de;13076060;Stadt in Deutschland;19230;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
Groß Laasch;http://www.gross-laasch.de;13076058;Gemeinde in Deutschland ohne Stadtrecht;19288;Amt Ludwigslust-Land;Mecklenburg-Vorpommern
Goldberg;http://www.amt-goldberg-mildenitz.de;13076048;Stadt in Deutschland;19399;Amt Goldberg-Mildenitz;Mecklenburg-Vorpommern
Göhlen;http://www.amt-ludwigslust-land.de;13076046;Gemeinde in Deutschland ohne Stadtrecht;19288;Amt Ludwigslust-Land;Mecklenburg-Vorpommern
Gneven;https://www.amt-crivitz.de/unsere-gemeinden/gneven;13076044;Gemeinde in Deutschland ohne Stadtrecht;19065;Amt Crivitz;Mecklenburg-Vorpommern
Gallin-Kuppentin;http://www.amt-eldenburg-luebz.de;13076040;Gemeinde in Deutschland ohne Stadtrecht;19386;Amt Eldenburg Lübz;Mecklenburg-Vorpommern
Gallin;http://www.gemeinde-gallin.de;13076039;Gemeinde in Deutschland ohne Stadtrecht;19258;Amt Zarrentin;Mecklenburg-Vorpommern
Friedrichsruhe;https://www.amt-crivitz.de/unsere-gemeinden/friedrichsruhe;13076038;Gemeinde in Deutschland ohne Stadtrecht;19374;Amt Crivitz;Mecklenburg-Vorpommern
Eldena;http://www.grabow.de;13076037;Gemeinde in Deutschland ohne Stadtrecht;19294;Amt Grabow;Mecklenburg-Vorpommern
Dümmer;https://www.mv-duemmer.de;13076036;Gemeinde in Deutschland ohne Stadtrecht;19073;Amt Stralendorf;Mecklenburg-Vorpommern
Dömitz;https://www.doemitz.de;13076034;Stadt in Deutschland;19303;Amt Dömitz-Malliß;Mecklenburg-Vorpommern
Dobin am See;https://www.amt-crivitz.de/unsere-gemeinden/dobin-am-see;13076033;Gemeinde in Deutschland ohne Stadtrecht;19067;Amt Crivitz;Mecklenburg-Vorpommern
Dobbertin;https://www.amt-goldberg-mildenitz.de;13076032;Gemeinde in Deutschland ohne Stadtrecht;19399;Amt Goldberg-Mildenitz;Mecklenburg-Vorpommern
Dersenow;https://www.amtboizenburgland.de;13076030;Gemeinde in Deutschland ohne Stadtrecht;19260, 19273;Amt Boizenburg-Land;Mecklenburg-Vorpommern
Demen;https://www.amt-crivitz.de/unsere-gemeinden/demen;13076029;Gemeinde in Deutschland ohne Stadtrecht;19089;Amt Crivitz;Mecklenburg-Vorpommern
Dabel;http://www.amt-sternberger-seenlandschaft.de;13076026;Gemeinde in Deutschland ohne Stadtrecht;19406;Amt Sternberger Seenlandschaft;Mecklenburg-Vorpommern
Crivitz;https://www.stadt-crivitz.de;13076025;Stadt in Deutschland;19089;Amt Crivitz;Mecklenburg-Vorpommern
Cambs;https://www.amt-crivitz.de/unsere-gemeinden/cambs;13076024;Gemeinde in Deutschland ohne Stadtrecht;19067;Amt Crivitz;Mecklenburg-Vorpommern
Bülow;https://www.amt-crivitz.de/unsere-gemeinden/buelow;13076023;Gemeinde in Deutschland ohne Stadtrecht;19089;Amt Crivitz;Mecklenburg-Vorpommern
Brüel;https://www.stadt-brueel.de;13076020;Stadt in Deutschland;19412;Amt Sternberger Seenlandschaft;Mecklenburg-Vorpommern
Bresegard bei Eldena;http://www.amt-ludwigslust-land.de;13076018;Gemeinde in Deutschland ohne Stadtrecht;19294;Amt Ludwigslust-Land;Mecklenburg-Vorpommern
Brenz;http://www.neustadt-glewe.de;13076017;Gemeinde in Deutschland ohne Stadtrecht;19306;Amt Neustadt-Glewe;Mecklenburg-Vorpommern
Boizenburg/Elbe;https://www.boizenburg.de;13076014;Stadt in Deutschland;19258;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
Besitz;http://www.amtboizenburgland.de;13076010;Gemeinde in Deutschland ohne Stadtrecht;19258;Amt Boizenburg-Land;Mecklenburg-Vorpommern
Barnin;https://www.amt-crivitz.de/unsere-gemeinden/barnin;13076007;Gemeinde in Deutschland ohne Stadtrecht;19089;Amt Crivitz;Mecklenburg-Vorpommern
Barkhagen;http://www.amtplau.de;13076006;Gemeinde in Deutschland ohne Stadtrecht;19395;Amt Plau am See;Mecklenburg-Vorpommern
Banzkow;https://www.gemeinde-banzkow.de;13076005;Gemeinde in Deutschland ohne Stadtrecht;19079;Amt Crivitz;Mecklenburg-Vorpommern
Balow;https://www.gemeinde-balow.de;13076003;Gemeinde in Deutschland ohne Stadtrecht;19300;Amt Grabow;Mecklenburg-Vorpommern
Alt Zachun;http://www.amt-hagenow-land.de;13076002;Gemeinde in Deutschland ohne Stadtrecht;19230;Amt Hagenow-Land;Mecklenburg-Vorpommern
Karlsburg;http://www.gemeinde-karlsburg.de;13075156;Gemeinde in Deutschland ohne Stadtrecht;17495;Amt Züssow;Mecklenburg-Vorpommern
Neetzow-Liepen;http://www.amt-anklam-land.de/cms/front_content.php?idart=65;13075155;Gemeinde in Deutschland ohne Stadtrecht;17391;Amt Anklam-Land;Mecklenburg-Vorpommern
Züssow;http://www.amt-zuessow.de;13075154;Gemeinde in Deutschland ohne Stadtrecht;17495;Amt Züssow;Mecklenburg-Vorpommern
Zinnowitz;https://www.zinnowitz.de;13075151;Seeheilbad;17454;Amt Usedom-Nord;Mecklenburg-Vorpommern
Ziethen;http://www.amt-zuessow.de;13075150;Dorf;17390;Amt Züssow;Mecklenburg-Vorpommern
Zempin;http://www.seebad-zempin.de;13075148;Seebad;17459;Amt Usedom-Süd;Mecklenburg-Vorpommern
Zemitz;http://www.amt-am-peenestrom.de;13075147;Gemeinde in Deutschland ohne Stadtrecht;17440;Amt Am Peenestrom;Mecklenburg-Vorpommern
Wolgast;https://wolgast.de;13075144;Stadt in Deutschland;17438;Amt Am Peenestrom;Mecklenburg-Vorpommern
Wilhelmsburg;http://www.amt-ferdinandshof.de/frame/wilhelmsburg.htm;13075143;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Wackerow;http://www.gemeinde-wackerow.de;13075141;Gemeinde in Deutschland ohne Stadtrecht;17498;Amt Landhagen;Mecklenburg-Vorpommern
Vogelsang-Warsin;http://vogelsang-warsin.de;13075139;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Usedom;https://www.stadtinfo-usedom.de;13075137;Stadt in Deutschland;17406;Amt Usedom-Süd;Mecklenburg-Vorpommern
Ueckermünde;http://www.ueckermuende.de;13075136;Stadt in Deutschland;17373;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Ückeritz;http://www.ueckeritz.de;13075135;Gemeinde in Deutschland ohne Stadtrecht;17459;Amt Usedom-Süd;Mecklenburg-Vorpommern
Tutow;http://www.amt-jarmen-tutow.de/html/tutow.html;13075134;Gemeinde in Deutschland ohne Stadtrecht;17129;Amt Jarmen-Tutow;Mecklenburg-Vorpommern
Trassenheide;http://www.seebad-trassenheide.de;13075133;Seebad;17449;Usedom;Mecklenburg-Vorpommern
Torgelow;http://www.torgelow.de;13075131;Stadt in Deutschland;17358;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Strasburg;https://www.strasburg.de;13075130;Stadt in Deutschland;17335;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Stolpe auf Usedom;https://www.amtusedom.de/?page_id=111;13075129;Gemeinde in Deutschland ohne Stadtrecht;17406;Amt Usedom-Süd;Mecklenburg-Vorpommern
Schmatzin;http://www.gemeinde-schmatzin.de;13075125;Gemeinde in Deutschland ohne Stadtrecht;17390;Amt Züssow;Mecklenburg-Vorpommern
Rubkow;https://www.amt-zuessow.de;13075121;Dorf;17390;Amt Züssow;Mecklenburg-Vorpommern
Rubenow;https://www.amtlubmin.de;13075120;Gemeinde in Deutschland ohne Stadtrecht;17509;Amt Lubmin;Mecklenburg-Vorpommern
Rothenklempenow;http://www.loecknitz-online.de/alp/gemeinden/rothenklempenow.php;13075119;Gemeinde in Deutschland ohne Stadtrecht;17321, 17322;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Rothemühl;https://xn--rothemhl-c6a.de;13075118;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Rossow;http://www.loecknitz-online.de/alp/gemeinden/rossow.php;13075117;Gemeinde in Deutschland ohne Stadtrecht;17322;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Rollwitz;http://www.gemeinde-rollwitz.de;13075115;Gemeinde in Deutschland ohne Stadtrecht;17309;Amt Uecker-Randow-Tal;Mecklenburg-Vorpommern
Rankwitz;http://www.amtusedom-sued.de/?page_id=696;13075114;Gemeinde in Deutschland ohne Stadtrecht;17406;Amt Usedom-Süd;Mecklenburg-Vorpommern
Ramin;http://www.loecknitz-online.de/alp/gemeinden/ramin.php;13075113;Gemeinde in Deutschland ohne Stadtrecht;17321;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Pudagla;http://www.amtusedom-sued.de/?page_id=674;13075111;Gemeinde in Deutschland ohne Stadtrecht;17429;Amt Usedom-Süd;Mecklenburg-Vorpommern
Postlow;https://amt-anklam-land.de/postlow;13075110;Gemeinde in Deutschland ohne Stadtrecht;17391;Amt Anklam-Land;Mecklenburg-Vorpommern
Plöwen;http://www.loecknitz-online.de/gemeinden/ploewen.htm;13075108;Gemeinde in Deutschland ohne Stadtrecht;17321;Rothenklempenow;Mecklenburg-Vorpommern
Penkun;https://www.penkun-stadt.de;13075107;Stadt;17328;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Peenemünde;https://www.amtusedomnord.de;13075106;Gemeinde in Deutschland ohne Stadtrecht;17449;Amt Usedom-Nord;Mecklenburg-Vorpommern
Pasewalk;https://pasewalk.de;13075105;Stadt in Deutschland;17309;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Nieden;http://www.amt-uecker-randow-tal.de;13075103;Gemeinde in Deutschland ohne Stadtrecht;17309;Amt Uecker-Randow-Tal;Mecklenburg-Vorpommern
Neuenkirchen;https://www.17498neuenkirchen.de;13075102;Gemeinde in Deutschland ohne Stadtrecht;17498;Amt Landhagen;Mecklenburg-Vorpommern
Neetzow;http://www.amt-anklam-land.de;13075096;Ortsteil;17391;Neetzow-Liepen;Mecklenburg-Vorpommern
Nadrensee;http://www.loecknitz-online.de/alp/gemeinden/nadrensee.php;13075095;Gemeinde in Deutschland ohne Stadtrecht;17329;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Mönkebude;https://www.moenkebude.de;13075093;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Mölschow;http://www.amt-usedom-nord.de;13075092;Gemeinde in Deutschland ohne Stadtrecht;17449;Amt Usedom-Nord;Mecklenburg-Vorpommern
Mellenthin;http://www.amtusedom-sued.de/?page_id=648;13075090;Gemeinde in Deutschland ohne Stadtrecht;17429;Amt Usedom-Süd;Mecklenburg-Vorpommern
Meiersberg;https://www.meiersberg-online.de;13075089;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Luckow;https://www.amt-am-stettiner-haff.de/gemeinden/luckow;13075085;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Lübs;https://www.amt-am-stettiner-haff.de/gemeinden/luebs;13075084;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Lubmin;https://www.lubmin.de;13075083;Gemeinde in Deutschland ohne Stadtrecht;17509;Amt Lubmin;Mecklenburg-Vorpommern
